Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
39	0.9145299	0.35978746	1.0	-1.0	0.0	0.0	0.0	0.0	42.62393	0.0	0.0	0.7942532	0.16532134	1.1650895	-1.3834271	1.7355596e-05	0.0020737504	0.046696108	-0.020167552	-7.343292e-09	-0.010722052	1.5646219e-11	-4.9325204e-06	0.0755832	-0.03540742	4.6010987e-06	-1.0865492e-06	0	0	79.0	0.5780162	0.009812362	200000	18745.066667556763
40	0.84347826	0.52072364	1.0	-1.0	0.0	0.0	0.0	0.0	43.27826	0.0	0.0	0.72583693	0.2095858	1.1994692	-0.63237435	4.511796e-05	0.0018775318	0.015314847	-0.011557346	-2.0217895e-08	-0.0054496047	5.2154062e-12	-5.205496e-06	0.14608051	-0.043567836	3.555701e-06	-6.8600093e-07	0	0	4.0	0.5838341	0.00949256	205000	19206.576189041138
41	0.8974359	0.4213251	1.0	-1.0	0.0	0.0	0.0	0.0	42.589745	0.0	0.0	0.7046504	0.25008127	1.2078013	-0.9693158	-4.6828627e-05	0.0016916048	0.0072574746	-0.014121844	-1.4305115e-09	-0.007576018	2.272427e-11	4.890319e-07	0.10382476	-0.02321358	3.009737e-06	1.8187577e-05	0	0	79.0	0.5771735	0.005443633	210000	19667.083828926086
42	0.91056913	0.3827188	1.0	-1.0	0.0	0.0	0.0	0.0	40.593494	0.0	0.0	0.7495004	0.25725824	1.4323049	-1.0701336	-0.004119722	0.0017973186	0.008980061	-0.01677468	-6.5803527e-09	-0.0103421165	1.1529774e-10	6.1176405e-07	0.065424815	-0.012076806	2.1534515e-05	-1.882352e-05	0	0	79.0	0.57754093	0.004636511	215000	20126.796403169632
43	0.94827586	0.31744742	1.0	-1.0	0.0	0.0	0.0	0.0	43.017242	0.0	0.0	0.7432565	0.22136615	1.1551927	-1.1368965	0.0003070339	0.0019223066	0.016561024	-0.027928408	-1.9073486e-10	-0.0088150855	-1.1920929e-11	-1.4407024e-06	0.0780694	-0.02608855	3.807009e-06	-9.974369e-07	0	0	79.0	0.5691245	0.005573935	220000	20588.831038951874
44	0.9035088	0.39668137	1.0	-1.0	0.0	0.0	0.0	0.0	43.5	0.0	0.0	0.77734953	0.16037115	1.2834246	0.08600363	-8.766464e-05	0.0017821083	0.008627947	-0.026151942	-2.670288e-09	-0.0114964675	2.7939677e-12	-2.4528276e-06	0.107865945	-0.050528377	4.0986697e-06	1.7508996e-06	0	0	79.0	0.54546475	0.010565547	225000	21052.917289972305
45	0.9557522	0.27872595	1.0	-1.0	0.0	0.0	0.0	0.0	44.02655	0.0	0.0	0.7747417	0.20529096	1.359053	-0.68431944	-0.0015248168	0.0017255788	0.015305915	-0.022945248	-2.861023e-09	-0.008465642	4.0233136e-11	2.8230156e-06	0.07792547	-0.037129316	5.3034e-06	-2.817238e-06	0	0	79.0	0.5906092	0.006855932	230000	21516.624190330505
46	0.94827586	0.2574687	1.0	-1.0	0.0	0.0	0.0	0.0	43.103447	0.0	0.0	0.75922734	0.16950658	1.107741	0.033317514	-0.00010206115	0.0016121092	0.01051439	-0.0071932375	-2.0980835e-09	-0.009703415	5.7742e-12	1.5407346e-06	0.034224644	-0.021738758	2.562052e-06	-3.7804398e-07	0	0	70.0	0.56437296	0.013593906	235000	21978.072383880615
47	0.95652175	0.24285635	1.0	-1.0	0.0	0.0	0.0	0.0	43.2	0.0	0.0	0.7748345	0.16539226	1.1581821	-0.65159214	1.674836e-05	0.002015893	0.023453612	-0.025620801	6.5803527e-09	-0.0070567126	-3.7252902e-13	-2.1406743e-06	0.031593155	-0.0087437555	4.1238504e-06	-1.2950916e-06	0	0	79.0	0.5654836	0.005221617	240000	22441.484144449234
48	0.9836066	0.18032785	1.0	-1.0	0.0	0.0	0.0	0.0	40.836067	0.0	0.0	0.7931479	0.1510647	1.3336306	-0.07736663	3.7772403e-05	0.0015612798	0.03187066	-0.014530256	-3.4332275e-09	-0.0102296965	8.195639e-12	-2.9043778e-07	0.028355267	-0.0096090995	2.4477574e-06	-4.9510186e-07	0	0	79.0	0.5679798	0.0077636475	245000	22903.118592500687
49	0.92436975	0.34688687	1.0	-1.0	0.0	0.0	0.0	0.0	41.7479	0.0	0.0	0.7885738	0.12685837	1.1657298	0.12967944	1.9492185e-05	0.0017183743	0.01095373	-0.018671777	2.2602082e-08	-0.010528433	-1.6018749e-11	-4.1202807e-07	0.06522767	-0.019359678	3.0274932e-06	-5.1218854e-07	0	0	79.0	0.5727111	0.010260274	250000	23364.17947793007
50	0.90983605	0.3841981	1.0	-1.0	0.0	0.0	0.0	0.0	40.942623	0.0	0.0	0.76811177	0.17970307	1.304619	-0.43778142	0.00010863788	0.0015275034	0.01942918	-0.007303659	9.250641e-09	-0.009517605	-6.239861e-12	1.8162292e-06	0.06683394	-0.00895096	2.2899287e-06	8.040599e-05	0	0	79.0	0.57701373	0.0057473904	255000	23826.167882680893
