Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
43	-3.909901	2.2072566	-0.4	-10.0	0.00990099	0.09900991	1.0	0.0	49.445545	420.0	0.0019090909090909091	-0.018152457	0.019385334	0.026349029	-0.09048516	0.0	0.0	0.0	0.0	3.1471252e-09	-0.008243977	0.0	0.0	0.0038016923	-0.00044776243	100.0	0.0	79.0	0.705605	0.0071322564	220000	21012.774597644806
44	-4.1375003	2.106797	-1.4	-10.0	0.010416667	0.10152909	1.0	0.0	51.572918	421.0	0.0018711111111111112	-0.025195025	0.02939178	0.025615532	-0.18753597	0.0	0.0	0.0	0.0	4.863739e-09	-0.0071629365	0.0	0.0	0.0030955288	-0.00066955015	100.0	0.0	12.0	0.68769217	0.014795955	225000	21492.911581516266
45	-4.130527	2.2795234	-0.6	-10.0	0.0	0.0	0.0	0.0	51.957893	421.0	0.0018304347826086957	-0.022740401	0.023391811	0.037045933	-0.17705967	0.0	0.0	0.0	0.0	-2.0980835e-09	-0.0055637253	0.0	0.0	0.00044173023	-0.00034067626	100.0	0.0	79.0	0.70583236	0.0060035433	230000	21968.244873046875
46	-4.2221055	2.4068403	-0.5	-10.0	0.021052632	0.14355981	1.0	0.0	52.410526	423.0	0.0018	-0.017752556	0.01747479	0.031987976	-0.08247987	0.0	0.0	0.0	0.0	8.392334e-09	-0.0024262443	0.0	0.0	0.008396658	-0.0006280453	100.0	0.0	6.0	0.7148358	0.010357425	235000	22441.28413772583
47	-4.1625	2.2002013	-1.0	-10.0	0.0	0.0	0.0	0.0	52.052082	423.0	0.0017625	-0.024330847	0.024653424	0.035069063	-0.16950548	0.0	0.0	0.0	0.0	2.0313262e-08	-0.0078302985	0.0	0.0	0.00042606267	-0.0002958012	100.0	0.0	79.0	0.71365577	0.0075990153	240000	22916.59727358818
48	-3.8509803	2.2469912	-0.5	-10.0	0.0	0.0	0.0	0.0	48.862743	423.0	0.001726530612244898	-0.019297497	0.019154474	0.024040285	-0.08003453	0.0	0.0	0.0	0.0	4.7683715e-09	-0.007049576	0.0	0.0	0.00017946768	-3.7004545e-05	100.0	0.0	79.0	0.6946272	0.0052634934	245000	23396.434762239456
49	-4.305319	2.4302776	-0.8	-10.0	0.0	0.0	0.0	0.0	53.11702	423.0	0.001692	-0.02166798	0.018278021	0.028143581	-0.087950595	0.0	0.0	0.0	0.0	1.335144e-09	-0.009257324	0.0	0.0	0.00023834837	-3.7535938e-05	100.0	0.0	79.0	0.67421	0.0074877623	250000	23873.577138900757
50	-4.4402175	2.3835058	-1.2	-10.0	0.010869565	0.10368904	1.0	0.0	54.326088	424.0	0.0016627450980392156	-0.02229841	0.019416263	0.02510294	-0.08994212	0.0	0.0	0.0	0.0	-1.077652e-08	-0.0048592333	0.0	0.0	0.0025098925	-0.00040262053	100.0	0.0	79.0	0.6771822	0.007950523	255000	24349.16822361946
51	-3.8490198	2.082737	-1.2	-10.0	0.0	0.0	0.0	0.0	48.95098	424.0	0.0016307692307692308	-0.023637574	0.028815312	0.024820015	-0.1970895	0.0	0.0	0.0	0.0	1.7738342e-08	-0.00964743	0.0	0.0	0.00041777047	-0.00026084628	100.0	0.0	79.0	0.64655364	0.0074922317	260000	24827.92630124092
52	-4.160416	2.0751245	-0.9	-10.0	0.0	0.0	0.0	0.0	52.03125	424.0	0.0016	-0.018276168	0.017917216	0.02175278	-0.077775195	0.0	0.0	0.0	0.0	3.0326845e-08	-0.010311449	0.0	0.0	0.0001445598	-3.2270014e-05	100.0	0.0	79.0	0.6849115	0.0066155074	265000	25307.580352544785
