Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
31	-4.05	2.261219	-1.4	-10.0	0.020408163	0.14139192	1.0	0.0	50.714287	150.0	0.0009375	-2.0673873	1.9513913	2.418488	-10.168341	0.0013105012	0.009977796	0.07081056	-0.023636281	-8.707765e-11	-0.0009469178	6.28829e-10	-0.0009773716	1.4889487	-0.46499944	0.008659622	-0.0019371388	21.458729	0.19278717	79.0	0.6540296	0.010231896	160000	15113.215932369232
32	-3.7653844	2.2718499	-0.6	-10.0	0.0	0.0	0.0	0.0	48.01923	150.0	0.0009090909090909091	-1.8777171	2.0251598	1.38044	-9.640803	0.011017433	0.03980104	0.7784128	-0.14903462	-4.1590487e-10	-0.00042460868	-4.3511392e-10	-0.00012628872	1.0283822	-0.44621956	0.0017059143	-0.0016172454	21.651516	-0.2027874	79.0	0.63707334	0.006739981	165000	15588.22764658928
33	-3.7466016	1.889666	-0.6	-10.0	0.029126214	0.16816026	1.0	0.0	47.932037	153.0	0.0009	-1.8388032	2.0024214	1.348867	-11.237383	0.00066576956	0.008251511	0.055586983	-0.04497507	9.993698e-10	-0.0005767339	4.768372e-10	-0.0012833207	1.0312543	-0.3097936	0.02074371	-0.0034725629	21.448729	0.43257523	5.0	0.6577038	0.019038469	170000	16058.937650203705
34	-3.4861112	1.7660617	-0.4	-10.0	0.0	0.0	0.0	0.0	45.555557	153.0	0.0008742857142857143	-1.6064289	1.7128382	1.4134364	-8.587472	0.025169652	0.04746961	0.25322956	-0.09357363	-7.7816414e-10	-0.0005073668	-2.384186e-10	-0.00031091418	1.5048822	-0.47950864	0.0019598182	-0.0015855494	21.881304	-0.13512802	48.0	0.65960896	0.012197031	175000	16535.00534081459
35	-3.580374	1.8783289	-0.8	-10.0	0.018691588	0.13543344	1.0	0.0	46.28972	155.0	0.0008611111111111111	-1.7212254	1.8151104	1.156982	-9.301935	0.0055226283	0.022443036	0.18675043	-0.057845816	-2.8309083e-10	-0.00032320092	-2.7418137e-10	-0.00028437556	0.7328961	-0.28737867	0.005204932	-0.0005578883	21.746176	0.16584206	6.0	0.64173037	0.010693457	180000	17010.085008859634
36	-3.1584747	1.6584824	-0.4	-10.0	0.016949153	0.12908092	1.0	0.0	42.211864	157.0	0.0008486486486486486	-1.5511504	1.9323082	2.9340155	-11.092056	0.008799137	0.023280052	0.20484826	-0.036825635	7.5760537e-10	-0.00054706424	6.6161154e-10	-0.0005214545	0.9921251	-0.303595	0.0069228895	-0.0008749557	21.912018	0.26634216	51.0	0.6744268	0.012196467	185000	17484.575040578842
37	-3.6650944	2.027362	-0.6	-10.0	0.0	0.0	0.0	0.0	47.0283	157.0	0.0008263157894736842	-1.8403718	2.2019107	2.5029044	-11.849386	0.011258229	0.033468425	0.3441717	-0.05384641	-3.0455516e-10	-0.00042013984	-7.748604e-11	-6.964746e-05	1.0324928	-0.28365576	0.0011642281	-0.0010842935	22.17836	-0.25717163	79.0	0.6391048	0.007326902	190000	17961.641520500183
38	-3.1512818	1.6729428	-0.4	-10.0	0.034188036	0.1817119	1.0	0.0	42.042736	161.0	0.0008256410256410257	-1.3463867	1.5737866	1.2227551	-8.697277	0.0014253182	0.010076828	0.07846698	-0.047706697	-1.2454375e-09	-0.00024568982	-7.8454615e-10	-0.00079213135	1.0869689	-0.518824	0.021384997	-0.0028957333	21.921188	0.64089394	4.0	0.6444742	0.0143134035	195000	18436.942039728165
39	-3.3607142	1.746801	-0.6	-10.0	0.0	0.0	0.0	0.0	44.410713	161.0	0.000805	-1.3456548	1.5473608	1.5034186	-10.022151	0.023124892	0.042376004	0.20808716	-0.08075819	7.523457e-10	-0.0004649664	-2.0340085e-10	-0.00032484392	0.66592246	-0.31870633	0.0023427315	-0.0022755517	22.562082	-0.112104416	79.0	0.65747243	0.009847083	200000	18911.191383600235
40	-3.8823533	2.390357	-0.5	-10.0	0.019607844	0.13864838	1.0	0.0	48.85294	163.0	0.0007951219512195122	-2.0326238	2.506719	2.4274724	-13.097077	0.0017716927	0.010055404	0.06389137	-0.12089703	2.7100486e-10	-0.00075321953	-5.00679e-10	-0.0007239845	2.039304	-0.8340349	0.014068486	-0.0025342805	22.449978	0.21399117	24.0	0.6445921	0.014338615	205000	19392.440030813217
